,in,out1,out2
74,1906SpringA,"GAL1201,TYR1026,BOH905,RUM897,TRI718,VEN715,MUN706,CON694,BUL682,ADS647,WAR609,VIE607,UKR603,SER552,GRE514,BUD510,SIL506,SEV504,MOS486,IOS473,AES403,ARM394,ALB386,SMY374,NAP373,ROM353,PIA350,TUS314,APU297,TYS297,...,MAR85,BUR61,FIN57,GOL56,SYR53,MAO35,GAS31,NWY26,SPA(SouthCoast)24,NAF23,PAR21,HOL18,DEN16,BUL(EastCoast)12,SPA12,SWE10,POR8,PIC7,BEL6,GOB3,ENC3,STP(SouthCoast)2,BRE2,STP(NorthCoast)2,WAL1,LVP1,CLY1,SMYVIACONVOY1,NAO1,NWG1,Name:target,Length:72,dtype:int64","GAL2971,TRI2812,TYR2686,RUM2558,VIE2301,BUD2179,SER2099,VEN2075,BOH1915,BUL1586,GRE1399,ADS1393,MUN1333,UKR1325,ALB1277,CON1150,WAR1141,IOS1068,SIL1045,SEV954,MOS900,ROM882,PIA876,AES868,APU764,NAP738,SMY581,ARM574,TUS568,TYS564,...,MAO56,NAF49,SPA46,PAR44,SPA(SouthCoast)38,NWY36,HOL34,SWE31,BUL(EastCoast)25,DEN19,BEL15,POR15,PIC12,BRE5,ENC4,GOB4,STP(NorthCoast)3,EDI3,BAL3,NAO3,STP(SouthCoast)3,LON3,IRS2,LVP2,WAL1,CLY1,SPA(NorthCoast)1,ROMVIACONVOY1,SMYVIACONVOY1,NWG1,Name:target,Length:78,dtype:int64"
75,1906SpringT,"BUL2233,AES2004,IOS1952,RUM1799,CON1618,TRI1572,SER1351,GAL1117,SEV1096,TYS1066,ALB1018,BUD1010,EMS981,ARM974,UKR931,GRE863,MOS785,ANK717,NAP669,VIE668,WAR656,VEN627,TUN576,ADS559,APU546,ROM532,TYR522,BLA498,SMY497,WMS347,...,MUN68,BER61,MAR55,BUL(EastCoast)51,SPA(SouthCoast)50,NWY37,POR24,ENC19,SYR18,NAO14,SPA13,SWE12,LON12,KIE11,GAS8,BUR6,BRE4,IRS3,RUH3,CLY3,SKA2,BULVIACONVOY2,SPA(NorthCoast)2,PIC1,GOB1,DEN1,BAR1,YOR1,STP(NorthCoast)1,NWG1,Name:target,Length:72,dtype:int64","BUL5722,AES4760,CON4720,IOS4382,RUM4303,SER3058,SEV2848,TRI2758,ARM2635,GRE2583,EMS2470,ALB2374,ANK1903,TYS1880,BUD1845,SMY1834,UKR1814,GAL1746,BLA1642,MOS1404,NAP1330,APU1138,TUN1109,ADS1096,VEN1062,VIE1018,WAR1002,ROM941,TYR740,WMS711,...,NWY94,SPA(SouthCoast)76,POR43,SWE33,ENC22,IRS22,SPA22,NAO16,GAS15,LON13,KIE12,BUR10,BULVIACONVOY8,BRE6,CLY3,STP(NorthCoast)3,SPA(NorthCoast)3,RUH3,CONVIACONVOY2,DEN2,BAR2,RUMVIACONVOY2,SKA2,GOB2,PIC1,LVP1,YOR1,SMYVIACONVOY1,BEL1,NWG1,Name:target,Length:77,dtype:int64"
76,1906SpringR,"NWY1618,GAL1470,SIL1395,RUM1364,KIE999,CON959,BER957,BUD843,MUN840,WAR839,SEV818,BLA816,BOH807,UKR795,DEN772,SWE767,PRU716,LIV677,VIE649,NTH634,BUL562,SER555,TRI533,ARM515,NWG511,STP495,ANK449,TYR443,BAL426,AES414,...,BUL(EastCoast)101,EMS91,SYR83,WAL82,BUR70,PIA62,IRS58,BUL(SouthCoast)53,MAO52,WMS29,STP(SouthCoast)26,PIC21,TYS18,MAR17,APU17,TUS17,NAP16,ROM16,PAR12,TUN10,ADS10,BRE10,POR9,SPA(SouthCoast)8,GAS7,NAF2,GOL1,SPA1,SPA(NorthCoast)1,STPVIACONVOY1,Name:target,Length:82,dtype:int64","GAL3087,NWY3065,RUM3004,WAR2729,SIL2667,UKR2610,SEV2361,LIV2007,MOS1939,BER1765,SWE1721,PRU1641,KIE1599,STP1587,CON1577,BUD1531,BLA1494,MUN1432,BOH1388,DEN1338,VIE1217,ARM1201,FIN1050,NTH1008,BAL974,BUL928,SER910,GOB872,ANK862,NWG856,...,SYR153,EMS149,BEL147,WAL122,BUR113,PIA100,IRS94,BUL(SouthCoast)81,MAO72,WMS39,MAR37,ROM31,PIC28,TYS28,TUS26,POR21,APU21,TUN20,NAP17,BRE17,SPA(SouthCoast)15,ADS14,PAR13,GAS12,NAF5,GOL4,SPA3,ARMVIACONVOY2,SPA(NorthCoast)2,STPVIACONVOY1,Name:target,Length:83,dtype:int64"
77,1906FallE,"armyLON1204,KIE1169,MAO1014,armyEDI998,DEN903,HOL734,BEL725,NWY674,LON670,STP641,fleetLVP623,ENC621,fleetLON585,BER585,BRE567,NTH554,YOR523,LIV497,armyLVP468,SWE441,EDI406,MUN389,RUH388,fleetEDI357,BUR350,MOS347,PIC342,MAR335,WMS324,WAL320,...,PIA55,IOS55,TYR50,LVP47,NAP46,STP(SouthCoast)39,ROM34,TUS33,CLY24,VEN20,RUM16,VIE10,ARM8,TRI6,SMY6,BUD4,GRE4,ALB3,APU3,ANK2,SYR2,EMS2,ADS2,BERVIACONVOY1,AES1,DENVIACONVOY1,SER1,CON1,BLA1,BUL1,Name:target,Length:87,dtype:int64","NWY2950,DEN2893,MAO2845,NTH2813,KIE2775,armyLON2767,LON2598,ENC2177,BEL2127,armyEDI2093,fleetLON1933,STP1921,HOL1827,SWE1760,YOR1694,EDI1671,BRE1647,fleetLVP1569,fleetEDI1375,NWG1301,BER1275,WAL1227,LIV1114,NAO1039,armyLVP1027,BAL1021,PIC896,WMS888,MOS803,IRS800,...,STP(SouthCoast)94,PIA94,IOS90,BOH74,TUS69,TYR67,ROM53,RUM51,VEN27,ARM20,VIE20,ANK11,EMS9,SMY9,TRI8,AES7,APU7,BUD6,GRE5,ALB4,SYR4,CON3,ADS3,SER2,BLA2,BUL2,DENVIACONVOY1,SPAVIACONVOY1,BERVIACONVOY1,BREVIACONVOY1,Name:target,Length:89,dtype:int64"
78,1906FallF,"armyPAR1477,MUN1417,fleetBRE1213,TYS895,KIE869,BUR843,fleetMAR841,BEL830,WMS712,NTH689,HOL681,RUH662,armyMAR654,IOS606,MAO588,VEN583,TYR568,EDI515,PIA472,MAR462,TUN462,TUS456,ENC428,LON427,ROM373,BER364,NAP341,NWY306,DEN290,LVP289,...,GRE82,HEL78,POR76,BAR74,PAR71,EMS68,SKA68,BUD58,ALB50,LIV46,STP43,STP(NorthCoast)42,BAL29,CON27,SER26,SMY25,RUM24,FIN21,MOS21,UKR12,BUL(SouthCoast)9,SPA(NorthCoast)7,SYR7,BUL6,GOB5,SEV4,ANK2,STP(SouthCoast)2,BUL(EastCoast)1,ARM1,Name:target,Length:85,dtype:int64","armyPAR3509,BUR3430,MUN3084,fleetBRE3047,BEL2721,MAR2603,MAO2567,TYS2490,WMS2315,fleetMAR2187,RUH1958,PIA1876,HOL1716,KIE1706,GAS1630,PIC1593,TUN1551,armyMAR1501,ENC1446,BRE1401,VEN1380,NTH1331,TUS1293,LON1291,TYR1227,GOL1167,IOS1159,SPA1143,SPA(SouthCoast)1139,PAR1071,...,HEL157,GRE150,SKA150,SPA(NorthCoast)147,AES147,EMS143,BAR141,ALB115,BUD98,LIV64,BAL59,STP(NorthCoast)56,STP56,SMY41,MOS38,SER35,CON32,RUM27,FIN25,UKR22,SYR18,BUL(SouthCoast)17,SEV12,BUL10,GOB6,ANK4,STP(SouthCoast)2,ARM1,BUL(EastCoast)1,MARVIACONVOY1,Name:target,Length:86,dtype:int64"
79,1906FallI,"armyVEN989,fleetNAP743,TRI630,armyROM604,WMS549,TYR532,IOS494,MAR466,SER450,MUN408,RUM392,BUD389,AES382,CON382,MAO377,GRE367,VIE335,TYS335,PIA335,fleetROM315,VEN287,BUL284,SPA(SouthCoast)283,TUN259,GAL246,GOL245,SMY233,BOH224,GAS182,NAF174,...,BEL67,BER65,LVP60,NAO60,BLA60,SYR54,WAR53,PIC50,MOS50,PRU40,KIE36,RUH34,fleetVEN32,HOL25,IRS22,SPA(NorthCoast)22,NTH21,BUL(EastCoast)17,LIV16,DEN14,NWG12,WAL10,EDI10,LON9,STP6,CLY5,YOR2,NWY2,BAR1,SWE1,Name:target,Length:80,dtype:int64","TRI2702,VEN2476,armyVEN2363,IOS2305,fleetNAP2287,TYS1953,MAR1911,WMS1840,TYR1824,PIA1745,TUN1666,armyROM1501,ROM1454,NAP1397,MAO1183,GRE1168,GOL1148,APU1104,SER1097,fleetROM1074,VIE1070,TUS1026,SPA(SouthCoast)1005,MUN978,BUD928,AES924,CON805,ALB803,SMY686,RUM644,...,BER132,fleetVEN127,IRS112,KIE106,WAR104,BLA104,PIC103,RUH88,SPA(NorthCoast)84,PRU70,MOS66,HOL43,WAL41,BUL(EastCoast)37,NTH34,EDI33,CLY31,LON29,NWG27,LIV23,BAR21,DEN18,STP15,NWY5,YOR4,SWE3,MARVIACONVOY1,SPAVIACONVOY1,FIN1,HEL1,Name:target,Length:84,dtype:int64"
80,1906FallG,"armyBER1462,armyMUN1152,MUN967,NTH885,WAR845,armyKIE845,BEL833,SIL758,GAL727,TYR686,fleetKIE665,BOH646,DEN644,NWY615,BUR603,SWE564,VIE516,HOL479,MOS469,LIV444,BRE427,GAS403,MAR377,PRU369,PIC369,ENC367,UKR365,BER365,EDI364,RUH364,...,IRS101,STP(NorthCoast)94,CLY90,NAO86,SER78,STP(SouthCoast)70,TUS59,WMS53,BAR48,ROM44,SPA(SouthCoast)26,GOL24,ARM24,NAP22,ALB17,BUL13,SMY11,APU11,NAF11,ANK10,TUN10,GRE7,SPA(NorthCoast)7,TYS5,SYR3,IOS2,AES1,CON1,BLA1,ADS1,Name:target,Length:83,dtype:int64","MUN3480,armyBER2799,KIE2422,BEL2325,armyMUN2127,DEN1982,HOL1980,NTH1949,BER1921,SIL1916,armyKIE1843,RUH1822,WAR1799,BUR1760,SWE1531,NWY1402,BOH1365,TYR1322,GAL1293,fleetKIE1269,PRU1181,BAL1005,LIV1004,MOS945,VIE906,PIC855,PAR825,MAR801,STP787,BRE779,...,STP(SouthCoast)168,STP(NorthCoast)166,CLY154,NAO143,BAR139,SER134,IRS126,TUS100,ROM87,ALB77,WMS71,SPA(SouthCoast)46,ARM34,GOL34,BUL33,APU30,NAP29,TUN28,NAF19,SMY15,SPA(NorthCoast)14,ANK13,GRE10,TYS9,SYR5,ADS4,CON4,BLA3,IOS3,AES1,Name:target,Length:83,dtype:int64"
81,1906FallA,"armyVIE1284,armyBUD1151,MUN908,RUM858,TYR829,GAL826,IOS796,VEN759,fleetTRI738,WAR698,SIL680,BUL637,SEV599,CON579,UKR566,armyTRI529,BOH527,MOS497,GRE436,TRI434,SER397,SMY395,VIE382,NAP348,PIA342,ROM337,BUD334,AES330,ANK306,BER290,...,NWY36,SPA(SouthCoast)36,MAO36,SWE36,NAF28,HOL25,SPA19,BEL19,ENC18,POR14,GAS12,BUL(EastCoast)11,PAR10,DEN7,BRE7,STP(SouthCoast)5,BAL3,IRS3,NAO2,STP(NorthCoast)2,NWG2,LON2,LVP2,SKA1,NTH1,PIAVIACONVOY1,BAR1,EDI1,CLY1,SMYVIACONVOY1,Name:target,Length:81,dtype:int64","armyVIE2590,RUM2346,armyBUD2167,TRI2121,GAL2051,TYR2034,VEN2019,VIE1769,BUD1753,MUN1646,SER1637,BUL1599,IOS1423,WAR1399,fleetTRI1235,BOH1235,SIL1230,UKR1209,armyTRI1178,GRE1171,SEV1158,ALB979,CON978,MOS901,ROM829,NAP780,APU743,PIA700,AES677,SMY660,...,PAR54,FIN48,GAS48,SWE43,HOL40,SPA34,BEL31,POR29,BUL(EastCoast)24,BRE23,PIC19,ENC19,DEN16,BAL6,STP(SouthCoast)6,IRS6,NAO5,LON5,NTH4,LVP4,CLY3,STP(NorthCoast)2,NWG2,BAR2,SKA1,EDI1,GOB1,SYRVIACONVOY1,PIAVIACONVOY1,SMYVIACONVOY1,Name:target,Length:84,dtype:int64"
82,1906FallT,"IOS2637,armyCON2057,RUM1836,TRI1673,fleetSMY1629,armyANK1607,SEV1453,SER1397,BUD1169,BUL1152,GRE1001,VEN921,GAL892,AES890,MOS885,TYS860,VIE840,UKR823,WAR805,CON777,NAP729,TUN692,ALB677,ROM647,armySMY633,APU571,TYR497,fleetCON453,EMS443,ARM361,...,BUL(SouthCoast)51,BUL(EastCoast)49,NWY49,SPA32,GAS28,SYR27,BEL17,NAO11,BUR10,KIE10,RUH10,BRE8,IRS8,ENC6,LVP6,GOB4,PIC4,SPA(NorthCoast)3,NWG3,NTH2,BAL2,HOL2,WAL2,DEN2,SKA1,LON1,PAR1,STP(SouthCoast)1,BULVIACONVOY1,STP(NorthCoast)1,Name:target,Length:83,dtype:int64","IOS5382,RUM4339,armyCON4062,SEV3506,fleetSMY3295,SER3127,BUL3095,TRI3068,GRE2901,CON2857,armyANK2851,AES2480,BUD2091,ALB1682,TYS1593,MOS1585,UKR1574,VEN1562,GAL1508,NAP1431,ARM1421,TUN1321,EMS1276,WAR1252,armySMY1214,VIE1172,SMY1159,APU1086,ROM1070,fleetCON1008,...,SPA47,GAS34,IRS25,LVP23,BRE21,BEL19,KIE18,DEN18,BUR16,NAO15,RUH12,ENC9,GOB5,NWG5,PIC5,STP(NorthCoast)5,SPA(NorthCoast)5,HOL4,STP(SouthCoast)3,NTH3,BAL3,WAL3,BULVIACONVOY2,RUMVIACONVOY2,BAR2,YOR1,SKA1,CLY1,PAR1,LON1,Name:target,Length:87,dtype:int64"
83,1906FallR,"armyWAR1596,RUM1227,NWY1158,MUN1114,armyMOS1106,KIE1060,BER1013,GAL988,fleetSTP(NorthCoast)961,BUD839,CON839,SIL831,DEN806,NTH783,SWE779,TRI686,BUL667,VIE662,PRU661,BOH617,armySEV590,NWG560,SEV531,SER524,TYR510,fleetSEV499,WAR487,ANK445,SMY433,BAL425,...,WAL107,BUR106,PIA94,GOB89,MAO79,BUL(SouthCoast)59,ROM55,TYS51,EMS50,IRS48,SYR46,PAR46,NAP44,PIC43,APU33,MAR29,TUN27,POR24,STP(SouthCoast)22,ADS22,BRE19,WMS14,NAF11,TUS9,GAS8,SPA(SouthCoast)5,GOL4,SPA3,BULVIACONVOY2,SPA(NorthCoast)2,Name:target,Length:89,dtype:int64","armyWAR2718,RUM2532,NWY2229,GAL2226,armyMOS2007,WAR1991,BER1833,SWE1745,MUN1736,MOS1720,SIL1690,SEV1640,KIE1574,UKR1528,PRU1462,BUD1454,fleetSTP(NorthCoast)1423,DEN1356,CON1327,LIV1291,VIE1207,STP1184,BOH1145,armySEV1090,NTH1089,BUL939,TRI930,ARM917,ANK896,NWG867,...,WAL122,PIA118,MAO100,SYR92,BUL(SouthCoast)86,EMS74,IRS74,TYS69,ROM67,NAP65,PAR51,PIC49,APU44,TUN40,MAR38,POR29,BRE27,ADS27,WMS23,GAS18,NAF16,TUS15,GOL6,SPA(SouthCoast)6,SPA3,SPA(NorthCoast)3,BULVIACONVOY2,RUMVIACONVOY1,SWEVIACONVOY1,SMYVIACONVOY1,Name:target,Length:92,dtype:int64"
84,1907SpringE,"LON1301,KIE998,EDI962,MAO924,DEN790,ENC787,NWY780,NTH776,HOL729,BEL637,STP625,BER591,BUR566,IRS541,YOR465,BAL448,LIV426,WMS420,SWE414,GAS406,BRE385,RUH381,PIC371,PRU364,MOS364,MUN361,SPA(SouthCoast)351,NWG323,WAL310,SIL274,...,GAL89,TUS87,LVP76,IOS68,SEV60,TYR58,SPA(NorthCoast)52,CLY46,RUM45,BOH43,STP(SouthCoast)41,ROM35,NAP33,ARM13,VEN11,APU11,VIE9,BUD7,TRI7,EMS6,SMY5,AES4,ADS4,BUL3,SER3,GRE3,SYR3,ALB2,ANK2,YORVIACONVOY1,Name:target,Length:78,dtype:int64","LON3745,NTH3190,EDI2679,ENC2660,NWY2578,DEN2576,MAO2533,KIE2361,HOL1755,IRS1698,STP1693,BEL1628,SWE1615,YOR1543,NWG1540,BER1247,BAL1201,BRE1180,WAL1169,LIV1097,PIC983,BUR954,WMS926,MOS920,NAO910,GAS860,PRU851,HEL811,RUH744,SPA(SouthCoast)733,...,SPA(NorthCoast)145,GAL140,TUS137,IOS125,STP(SouthCoast)101,BOH85,TYR70,ROM64,RUM61,NAP52,ARM38,APU21,VEN17,VIE15,SMY14,BUD12,EMS10,AES10,TRI10,ADS7,SYR7,GRE7,BUL6,ALB5,ANK5,SER3,CON1,WALVIACONVOY1,LONVIACONVOY1,YORVIACONVOY1,Name:target,Length:81,dtype:int64"
85,1907SpringF,"BUR1527,MUN1057,GOL838,MAO829,ENC820,PIA797,KIE748,TYS741,RUH664,IOS644,NTH637,BEL555,HOL538,PIC519,WMS500,MAR485,TYR479,VEN479,TUN471,TUS425,NAP392,BER366,NWG348,EDI347,ROM327,GAS317,NWY312,DEN295,BRE289,YOR281,...,PAR125,SKA121,AES85,ADS76,BAL76,GAL74,FIN73,GRE69,STP64,WAR63,EMS59,POR56,STP(NorthCoast)56,BUD51,LIV49,SER38,MOS27,SMY26,RUM26,BUL(SouthCoast)23,SYR18,UKR17,GOB15,CON8,SPA(NorthCoast)7,SEV4,ARM4,BUL4,ANK3,BLA1,Name:target,Length:79,dtype:int64","BUR4208,MAO3038,MUN2600,GOL2457,MAR2393,ENC2222,TYS2154,PIA2119,BEL2040,PIC1992,RUH1946,GAS1886,WMS1792,KIE1473,BRE1458,IOS1369,HOL1357,TUN1281,NTH1267,SPA(SouthCoast)1264,TYR1186,TUS1172,VEN1149,PAR1105,SPA974,ROM900,NAP868,LON862,WAL862,BER757,...,ADS194,WAR160,GAL154,EMS150,AES135,GRE131,SPA(NorthCoast)119,BAL109,FIN100,BUD87,STP85,STP(NorthCoast)84,SER71,LIV61,MOS51,UKR50,SYR43,SMY41,BUL(SouthCoast)31,RUM29,GOB21,CON20,BUL10,ARM8,ANK5,SEV4,BLA2,SPAVIACONVOY1,SWEVIACONVOY1,STP(SouthCoast)1,Name:target,Length:82,dtype:int64"
86,1907SpringI,"TYS735,IOS717,VEN714,TRI638,TYR584,MAR446,PIA438,SER434,AES422,VIE418,MAO389,WMS384,GAL360,BUD357,CON353,RUM334,BUL278,GRE275,BOH269,MUN266,SMY265,TUS244,NAP234,SPA(SouthCoast)217,GOL194,TUN190,APU171,UKR170,POR166,BUR163,...,SYR78,ENC75,PAR67,PIC65,WAR54,MOS51,BER50,BUL(EastCoast)48,BEL48,HOL47,KIE40,WAL36,NWG31,LON30,LIV29,YOR23,SPA(NorthCoast)20,PRU17,LVP15,CLY15,NTH9,STP6,EDI6,NWY5,SWE2,DEN2,BAR2,BAL1,SPAVIACONVOY1,SKA1,Name:target,Length:77,dtype:int64","TYS2874,VEN2738,IOS2734,TRI2391,PIA2007,TYR1852,NAP1523,MAR1517,ROM1413,WMS1410,TUS1350,MAO1280,TUN1140,AES1112,APU1077,VIE1077,SER925,GRE870,GOL843,SPA(SouthCoast)813,ALB809,BUD807,BOH711,CON703,MUN662,GAL639,SMY569,RUM561,NAF534,ADS532,...,BEL123,SPA(NorthCoast)112,WAL105,WAR102,LVP88,BUL(EastCoast)85,NWG72,HOL68,CLY63,MOS62,PRU61,LON47,LIV38,YOR37,NTH28,EDI23,NWY9,STP8,SKA4,BAR4,DEN3,FIN2,SWE2,BAL1,SPAVIACONVOY1,GOB1,TUSVIACONVOY1,SEVVIACONVOY1,TUNVIACONVOY1,HEL1,Name:target,Length:83,dtype:int64"
87,1907SpringG,"MUN1304,SIL1163,TYR985,BUR859,NTH753,BOH724,DEN661,WAR647,HOL629,GAL616,BER610,PRU571,RUH569,BEL567,KIE552,UKR549,NWY511,MOS490,GAS489,ENC486,LIV469,VIE435,PIC415,MAR405,SWE402,TRI336,BUD327,STP323,NWG306,LON305,...,SKA157,IRS151,SER122,NAO115,WMS98,TUS81,POR53,BAR52,SPA(SouthCoast)47,ALB39,ROM38,STP(SouthCoast)36,STP(NorthCoast)34,ARM34,TYS25,APU22,NAP20,NAF20,BUL15,GOL10,CON9,TUN7,GRE7,SYR6,ANK6,SPA(NorthCoast)5,SMY4,IOS3,ADS2,BLA1,Name:target,Length:77,dtype:int64","MUN3649,KIE2713,SIL2473,BER2095,RUH2043,BUR1970,HOL1914,DEN1811,BEL1739,TYR1583,NTH1572,PRU1540,BOH1497,WAR1291,NWY1132,BAL1093,GAL1056,LIV1044,SWE1043,GAS1007,PIC950,MOS866,UKR837,HEL828,ENC807,MAR753,VIE713,STP706,NWG614,YOR566,...,LVP247,NAO187,SER170,BAR148,WMS133,TUS129,STP(SouthCoast)120,STP(NorthCoast)108,POR93,ROM86,SPA(SouthCoast)65,ALB56,TYS50,ARM49,APU37,NAP33,NAF31,BUL29,IOS20,GOL18,ANK12,TUN12,CON11,SPA(NorthCoast)10,SYR10,GRE9,SMY6,ADS2,BLA1,AES1,Name:target,Length:78,dtype:int64"
88,1907SpringA,"GAL1166,TYR923,MUN855,BOH837,RUM776,BUL670,VEN635,SIL608,TRI598,CON582,ADS582,WAR567,UKR553,IOS517,VIE515,SER479,MOS475,GRE447,BUD401,AES397,SEV378,LIV358,ROM353,ALB339,TYS335,PIA331,PRU331,ARM323,BER294,TUS279,...,NAF57,NWY45,GAS40,MAO35,BUL(SouthCoast)34,HOL27,BEL26,SPA26,SPA(SouthCoast)23,SWE20,POR16,PIC13,BRE10,DEN8,BUL(EastCoast)7,PAR6,ENC6,LVP4,STP(SouthCoast)3,SPA(NorthCoast)3,IRS3,NAO3,CLY2,NWG2,WAL1,BAL1,GOB1,NTH1,TRIVIACONVOY1,VENVIACONVOY1,Name:target,Length:76,dtype:int64","GAL2585,TRI2180,TYR2107,RUM2045,BUD1818,VIE1772,VEN1754,BOH1664,SER1605,MUN1465,BUL1411,ADS1146,SIL1127,UKR1097,ALB1037,WAR1020,GRE1001,IOS986,CON916,MOS853,AES724,SEV698,ROM685,PIA661,APU594,NAP556,TYS544,TUS541,ARM516,PRU514,...,MAO62,NWY57,HOL55,SWE42,SPA(SouthCoast)40,BEL34,BRE32,POR28,PIC22,BUL(EastCoast)18,DEN16,PAR12,IRS8,ENC7,LVP7,BAL6,SPA(NorthCoast)5,STP(SouthCoast)5,NAO3,WAL3,CLY3,VENVIACONVOY2,NTH2,STP(NorthCoast)2,NWG2,SKA1,TRIVIACONVOY1,BAR1,EDI1,GOB1,Name:target,Length:80,dtype:int64"
89,1907SpringT,"BUL1974,IOS1748,AES1687,CON1535,RUM1464,TRI1412,TYS1151,GAL1142,SER982,BUD965,SEV937,MOS935,UKR911,VIE849,EMS823,VEN823,ARM756,ALB738,GRE737,NAP716,WAR706,TYR688,TUN610,ANK588,ROM582,APU547,WMS504,ADS502,SIL407,BOH404,...,BUL(EastCoast)56,GAS44,KIE43,SPA29,RUH27,SYR22,SWE21,IRS18,PAR17,PIC17,BUR14,NAO14,BRE11,SPA(NorthCoast)9,ENC8,DEN7,NWG4,LVP3,NTH3,WAL3,BULVIACONVOY2,CLY2,HOL2,SKA1,EDI1,BEL1,SYRVIACONVOY1,LON1,STP(NorthCoast)1,BAR1,Name:target,Length:78,dtype:int64","BUL4737,AES4040,CON3989,IOS3911,RUM3722,TRI2775,SEV2478,SER2368,GRE2164,ARM2101,TYS2066,BUD1914,GAL1913,EMS1883,ALB1865,UKR1727,MOS1610,ANK1577,VEN1410,SMY1341,NAP1311,BLA1260,VIE1229,TUN1172,WAR1148,APU1082,ADS1038,ROM974,TYR934,WMS895,...,KIE50,WAL36,RUH30,IRS28,DEN27,NAO26,PAR21,BUR21,PIC19,ENC19,BRE17,SPA(NorthCoast)15,NWG7,HOL7,STP(SouthCoast)5,NTH4,BEL4,LVP4,BAR3,BULVIACONVOY3,LON3,SKA2,SEVVIACONVOY2,CLY2,STP(NorthCoast)1,RUMVIACONVOY1,BAL1,EDI1,ANKVIACONVOY1,SYRVIACONVOY1,Name:target,Length:83,dtype:int64"
90,1907SpringR,"NWY1397,GAL1115,RUM1100,SIL1011,KIE844,MUN840,CON719,WAR708,DEN707,BER704,UKR696,VIE686,SEV673,BUD650,BLA628,NTH605,SWE588,BOH560,PRU558,SER529,TRI473,TYR471,ARM469,BUL468,LIV433,STP367,NWG362,RUH333,HOL325,SMY320,...,NAO125,MAO114,LVP101,BUL(EastCoast)87,PIA77,PIC55,APU49,EMS47,IRS45,SYR43,BUL(SouthCoast)37,POR34,BRE33,WMS31,STP(SouthCoast)22,TUN22,NAP21,TYS21,GAS20,MAR17,ROM16,ADS16,TUS15,PAR13,SPA(SouthCoast)9,NAF7,SPA6,SPA(NorthCoast)2,GOL2,RUMVIACONVOY1,Name:target,Length:82,dtype:int64","NWY2487,GAL2341,WAR2210,RUM2201,UKR2072,SIL2024,SEV1761,LIV1511,MOS1485,MUN1459,BER1369,SWE1345,PRU1334,KIE1298,CON1211,BUD1191,STP1151,VIE1119,DEN1118,BLA1097,BOH982,ARM953,NTH937,TYR797,SER744,FIN739,TRI728,BUL714,BAL685,GOB659,...,WAL184,LVP160,STP(SouthCoast)158,BUL(EastCoast)156,MAO136,PIA119,SYR102,EMS88,TUN66,APU62,IRS61,PIC61,BUL(SouthCoast)54,WMS43,BRE37,POR35,TYS31,MAR29,NAP28,GAS25,TUS24,ADS23,ROM21,PAR21,SPA(SouthCoast)13,NAF12,SPA11,SPA(NorthCoast)4,GOL4,RUMVIACONVOY1,Name:target,Length:82,dtype:int64"
91,1907FallE,"MAO1153,KIE1035,armyLON1029,armyEDI880,DEN865,STP702,BER646,BEL627,NWY619,NTH567,HOL554,ENC546,LON532,fleetLON528,fleetLVP509,MUN506,YOR492,BRE460,LIV451,MOS449,MAR441,BUR420,WMS411,SWE394,RUH389,armyLVP386,SPA(SouthCoast)361,EDI356,PRU328,WAR328,...,GAL79,TYR71,TUS68,VEN64,IOS64,NAP63,ROM55,LVP54,SPA(NorthCoast)50,STP(SouthCoast)47,RUM33,CLY27,BUD17,VIE14,TRI13,ARM11,GRE8,APU6,EMS6,SMY6,CON5,ALB5,AES5,SYR5,ADS4,SER4,ANK2,BERVIACONVOY1,SPAVIACONVOY1,BUL(SouthCoast)1,Name:target,Length:86,dtype:int64","MAO2965,KIE2605,DEN2402,NTH2330,NWY2329,armyLON2249,LON1978,ENC1960,armyEDI1758,STP1713,BEL1628,SWE1602,fleetLON1574,HOL1558,EDI1519,YOR1462,BRE1378,BER1325,fleetLVP1139,NWG1066,LIV1037,WAL1006,fleetEDI975,MOS944,WMS936,armyLVP865,MUN847,BAL823,BUR814,SPA(SouthCoast)800,...,IOS133,STP(SouthCoast)120,BOH118,NAP105,TYR99,ROM87,VEN75,RUM72,ARM31,BUD24,TRI22,SER21,APU21,SMY20,VIE17,GRE15,EMS12,AES11,ALB9,CON7,ADS7,SYR6,BUL5,ANK4,STPVIACONVOY1,SWEVIACONVOY1,BLA1,SPAVIACONVOY1,BUL(SouthCoast)1,BERVIACONVOY1,Name:target,Length:90,dtype:int64"
