,in,out1,out2
81,1906FallA,GAL1195:TYR1157:TRI1143:BOH1093:RUM1054:VIE1040:BUL923:VEN874:BUD810:CON739:GRE731:SER731:IOS679:UKR676:MOS670:ADS669:SEV654:WAR649:SIL636:AES570:MUN493:SMY463:ROM451:ALB434:NAP432:ARM371:TYS356:PIA328:ANK324:APU280:...:BUL(SouthCoast)117:WMS97:KIE78:RUH71:GOL70:SYR64:MAR59:BUR43:NWY38:MAO35:FIN34:NAF28:HOL21:PAR21:SPA(SouthCoast)17:BUL(EastCoast)11:POR10:GAS10:SPA10:DEN8:BEL8:SWE8:PIC4:ENC3:LVP2:WAL1:CLY1:LON1:NWG1:NAO1,TRI4446:VIE4421:BUD4126:GAL3509:SER3401:TYR3351:RUM2978:VEN2892:BOH2587:GRE2569:BUL2125:ADS2002:ALB1761:UKR1681:WAR1568:IOS1467:SIL1371:AES1337:SEV1296:MOS1259:CON1216:ROM1187:MUN1137:NAP1094:APU970:PIA885:SMY753:TYS667:TUS605:ARM552:...:RUH145:GOL134:BUR123:SYR112:NAF62:MAO56:GAS56:FIN54:NWY49:PAR47:HOL46:SPA(SouthCoast)34:SPA30:PIC23:BUL(EastCoast)20:POR20:SWE13:BEL11:DEN11:ENC4:NAO3:BRE3:LVP3:IRS2:EDI1:LON1:WAL1:CLY1:SPA(NorthCoast)1:NWG1
82,1906FallT,AES2504:BUL2311:IOS2253:BLA1988:RUM1736:TRI1523:SER1495:SEV1494:CON1435:BUD1361:GRE1344:TYS1093:ALB1087:ADS1085:GAL1084:MOS1027:UKR1001:EMS999:ARM995:NAP803:VEN748:WAR730:VIE712:TUN653:APU617:ROM535:SMY462:TYR392:WMS324:ANK288:...:GOL206:PRU176:NAF136:BUL(SouthCoast)131:FIN103:PIA98:MAO98:BUL(EastCoast)84:SPA(SouthCoast)56:BER55:MUN50:MAR46:NWY35:SYR26:POR20:ENC18:SWE14:NAO9:SPA8:GAS6:CLY4:IRS3:BUR3:KIE3:SPA(NorthCoast)2:PIC1:BRE1:YOR1:LVP1:RUH1,AES7165:BLA6875:BUL6285:CON5815:IOS5065:GRE4624:RUM4209:SER4199:SEV3973:ARM3674:SMY3476:EMS2888:ALB2796:TRI2705:ANK2638:BUD2256:ADS2202:TYS2040:UKR2000:MOS1824:GAL1742:NAP1611:TUN1370:APU1347:VEN1295:WAR1138:ROM1008:VIE950:WMS651:TYR605:...:BUL(EastCoast)357:SYR314:NAF293:BOH287:PRU227:MAO181:PIA172:FIN164:NWY87:SPA(SouthCoast)85:BER85:MAR79:MUN66:SWE35:POR35:ENC21:IRS20:SPA15:NAO14:GAS10:BRE5:KIE5:BUR4:CLY4:SPA(NorthCoast)3:RUH2:LVP2:LON1:PIC1:YOR1
83,1906FallR,NWY1907:RUM1663:SIL1385:GAL1301:WAR1218:BLA1188:SWE1162:BUD1116:SEV1083:BER1069:VIE973:CON910:DEN895:BOH871:UKR866:KIE834:PRU762:BAL701:NTH682:LIV665:MUN647:MOS629:NWG618:SER562:SMY555:STP550:TYR541:TRI522:BUL507:ANK501:...:VEN103:ENC101:SYR89:WAL80:BUR78:BUL(SouthCoast)65:EMS56:IRS55:STP(SouthCoast)48:PIA45:MAO45:ADS24:TYS17:NAP15:PIC14:TUN13:APU13:POR12:BRE11:PAR11:ROM10:TUS9:WMS8:MAR8:SPA(SouthCoast)6:GAS6:NAF3:SPA2:GOL1:SPA(NorthCoast)1,WAR4841:MOS4100:NWY4063:SEV3920:RUM3754:UKR3548:GAL3516:SIL3152:SWE2971:BLA2851:LIV2452:STP2397:BER2337:BUD2192:PRU2092:VIE2027:BOH1829:BAL1819:DEN1788:CON1657:FIN1594:KIE1406:GOB1402:ARM1383:ANK1282:MUN1159:NTH1099:NWG1090:SMY973:SER944:...:LON179:BEL164:VEN141:ENC123:WAL115:BUR109:EMS102:IRS98:BUL(SouthCoast)93:PIA81:MAO67:TYS31:ADS28:TUN24:APU21:TUS21:PIC21:NAP18:BRE18:POR18:ROM17:WMS17:PAR16:SPA(SouthCoast)14:MAR13:GAS9:NAF8:SPA3:GOL2:SPA(NorthCoast)2
84,1907SpringE,NTH2053:LON1984:EDI1455:ENC1299:KIE1098:LVP1090:MAO977:BEL867:NWY857:HOL820:DEN806:BAL802:BER726:BRE717:STP666:SWE600:LIV564:NWG474:POR435:HEL416:BAR385:RUH383:WMS382:SPA(SouthCoast)370:MOS368:STP(NorthCoast)340:BUR339:PAR338:IRS331:GOB326:...:UKR75:SPA(NorthCoast)71:BOH56:PIA56:STP(SouthCoast)52:SEV51:GAL39:IOS26:CLY24:NAP23:ROM23:TUS21:TYR21:RUM10:VIE8:VEN8:ARM7:SMY6:AES4:ANK3:BUD2:EMS2:ALB2:APU1:TRI1:BUL1:ADS1:GRE1:SYR1:CON1,NTH7355:LON7354:EDI5446:ENC4728:LVP3791:NWY3762:DEN3212:MAO2931:KIE2649:SWE2495:BEL2436:HOL2287:STP2254:BAL2217:NWG2190:BRE2131:YOR1660:BAR1528:BER1490:IRS1306:WAL1264:HEL1262:STP(NorthCoast)1257:LIV1246:POR1244:NAO1013:SKA994:MOS962:GOB894:WMS881:...:SPA(NorthCoast)240:UKR184:STP(SouthCoast)148:SEV113:PIA82:NAP80:BOH68:GAL59:IOS58:TUS45:ROM41:TYR35:RUM17:ARM17:VIE13:ANK11:VEN11:SMY9:AES8:EMS8:TRI4:SYR4:CON3:BUD3:ALB3:ADS2:GRE2:APU2:SER1:BUL1
85,1907SpringF,MAR1934:PAR1562:BRE1522:BUR1270:MUN1049:BEL991:RUH988:TYS906:NTH866:ENC841:HOL810:WMS784:MAO759:KIE739:PIA649:TUN582:LON571:EDI567:GOL532:ROM531:VEN505:IOS481:NAP478:TYR456:NWG439:BER403:TUS388:LVP347:PIC329:NWY297:...:HEL108:VIE102:BAR93:SKA92:EMS86:PRU85:GAL80:WAR68:GRE65:ALB55:STP(NorthCoast)48:AES46:BAL27:STP26:LIV19:SMY17:BUD17:FIN16:SPA(NorthCoast)12:MOS11:SER9:BUL(SouthCoast)6:SYR6:UKR5:GOB5:RUM5:CON5:ANK2:SEV2:BLA1,MAR7079:BRE5562:PAR5386:BUR5341:BEL3634:MAO3157:ENC2889:WMS2778:MUN2708:RUH2698:TYS2613:PIA2515:TUN2437:PIC2263:GAS2237:GOL2157:HOL2111:SPA1709:LON1700:NTH1583:KIE1526:SPA(SouthCoast)1455:ROM1423:LVP1368:EDI1309:VEN1266:POR1260:TUS1258:NAP1230:TYR1078:...:EMS188:WAR167:BAR156:SPA(NorthCoast)156:SWE147:PRU142:SKA138:GAL137:GRE105:ALB103:AES86:STP(NorthCoast)67:BUD52:BAL36:LIV34:STP34:SMY31:FIN18:MOS16:BUL(SouthCoast)14:SER14:SYR10:UKR10:CON9:RUM8:GOB7:SEV5:ANK3:BUL2:BLA1
86,1907SpringI,VEN1264:NAP983:ROM905:IOS746:TYR703:TRI625:BUD510:WMS502:SER500:VIE482:GRE478:MAR471:TYS458:AES443:PIA441:CON426:GOL401:MAO387:RUM370:SMY349:TUN310:SPA(SouthCoast)290:MUN277:BUL255:EMS247:ANK237:BOH233:ALB211:ADS208:POR196:...:SIL69:BER68:ARM67:SYR61:BEL56:NAO55:LVP49:WAR43:KIE42:RUH38:IRS33:MOS31:LON25:WAL24:HOL23:PRU23:PIC20:SPA(NorthCoast)19:BUL(EastCoast)12:NWG11:EDI8:LIV7:DEN6:NTH4:CLY4:STP2:NWY2:FIN1:SWE1:BAR1,VEN6456:NAP5019:ROM4671:IOS3193:TYS2697:TRI2692:PIA2495:TYR2393:TUN2356:MAR2062:WMS1981:GOL1823:GRE1600:VIE1528:ADS1330:AES1246:SPA(SouthCoast)1232:MAO1200:TUS1162:SER1153:BUD1121:APU1036:POR963:SMY928:CON867:ALB817:EMS804:MUN771:BOH667:NAF591:...:BLA163:SEV159:BER149:UKR142:SYR135:BEL131:ARM128:SPA(NorthCoast)124:RUH98:WAR95:KIE93:PIC57:LON51:MOS47:WAL45:PRU42:HOL33:CLY28:LIV28:EDI25:NWG23:BUL(EastCoast)18:DEN10:NTH9:STP6:BAR5:NWY4:YOR3:SWE3:FIN2
87,1907SpringG,MUN2315:BER1931:KIE1898:NTH1163:BEL1045:WAR1013:DEN904:SIL889:BUR869:NWY770:BOH755:HOL746:TYR714:RUH703:SWE652:MOS579:GAL548:BAL547:BRE529:VIE511:PRU505:MAR491:PAR487:LIV475:EDI474:STP441:UKR420:ENC414:GAS365:LON325:...:SKA171:STP(NorthCoast)159:STP(SouthCoast)158:FIN154:SEV154:POR136:IRS122:NAO88:CLY85:SER66:BAR63:WMS52:ROM46:TUS44:NAF25:NAP18:APU16:ARM16:SPA(SouthCoast)13:TUN12:ALB10:ANK9:SMY9:BUL8:SPA(NorthCoast)7:SYR5:GOL4:GRE2:TYS1:CON1,MUN6862:KIE6073:BER5850:DEN3532:HOL3406:BEL3017:RUH2766:NTH2558:SIL2370:BUR2362:WAR2181:SWE2036:BAL1856:NWY1824:BOH1694:TYR1572:PRU1560:PAR1253:MOS1134:BRE1119:LIV1062:VIE1015:EDI1004:MAR982:GAL970:STP906:HEL863:ENC828:PIC800:GAS786:...:MAO305:STP(NorthCoast)291:WAL272:RUM261:SEV242:POR217:BAR158:IRS153:NAO150:CLY143:SER114:ROM87:TUS86:WMS64:APU46:NAF33:ARM30:TUN30:SPA(NorthCoast)27:SPA(SouthCoast)24:NAP23:SMY16:ALB14:ANK13:GOL9:BUL9:SYR7:GRE5:TYS4:CON3
88,1907SpringA,TRI1807:VIE1762:BUD1534:TYR1064:RUM976:BOH955:GAL934:BUL891:VEN828:IOS782:WAR746:SIL694:CON685:GRE679:SEV677:SER671:MOS623:UKR563:MUN547:AES483:ROM477:NAP432:SMY419:ADS395:ANK391:PIA335:LIV290:ALB286:APU280:BER265:...:EMS99:GOL83:MAR82:WMS78:KIE76:RUH72:BUR43:FIN42:SYR39:NWY30:MAO28:SPA(SouthCoast)27:PAR25:HOL24:NAF22:BUL(EastCoast)17:BEL14:SPA14:POR11:GAS10:SWE8:DEN7:BRE5:IRS3:ENC3:NAO3:PIC2:LVP1:WAL1:CLY1,VIE5361:TRI5265:BUD4868:SER2884:TYR2625:RUM2598:GAL2448:VEN2441:GRE2098:BOH2033:BUL1903:WAR1639:IOS1488:SEV1297:SIL1270:CON1199:UKR1165:ADS1140:ROM1128:MUN1120:MOS1112:NAP997:AES994:ALB977:SMY757:PIA676:APU629:ANK540:TYS491:TUN434:...:RUH149:GOL136:WMS136:KIE134:BUR90:SYR68:NWY59:PAR57:FIN50:SPA(SouthCoast)49:HOL49:NAF47:MAO42:GAS35:SPA29:BUL(EastCoast)29:POR22:BEL21:SWE13:DEN13:PIC6:NAO5:BRE5:IRS4:ENC4:LVP3:CLY2:SPA(NorthCoast)1:LON1:WAL1
89,1907SpringT,CON3012:IOS2439:SMY2386:RUM1720:ANK1717:BLA1702:SER1601:SEV1575:TRI1553:AES1489:GRE1372:BUD1340:BUL1271:MOS1001:UKR981:GAL911:NAP888:VEN882:VIE876:TYS867:ALB862:ADS820:TUN768:WAR763:ROM686:APU562:EMS453:TYR423:WMS366:SIL354:...:BER101:SPA(SouthCoast)99:MUN99:BUL(EastCoast)82:FIN66:BUL(SouthCoast)62:MAR54:POR49:NWY42:SWE31:SYR30:SPA22:GAS21:BEL16:NAO9:KIE6:BRE5:ENC5:IRS5:BUR3:SPA(NorthCoast)2:LVP2:CLY2:NWG2:PIC1:PAR1:RUH1:WAL1:HOL1:DEN1,CON8430:SMY6531:IOS5273:BLA5232:AES4740:ANK4556:BUL4223:GRE4128:SER4103:SEV4077:RUM3960:TRI2794:BUD2441:ALB2191:UKR1961:MOS1829:ARM1826:ADS1785:NAP1741:TYS1634:EMS1538:TUN1526:GAL1500:VEN1483:VIE1197:ROM1187:WAR1146:APU1130:WMS682:TYR616:...:MAO228:SPA(SouthCoast)147:MUN124:BER122:FIN121:MAR112:SYR110:NWY109:POR73:SWE68:SPA33:GAS25:IRS24:LVP20:BEL19:BRE14:NAO12:KIE10:ENC8:SPA(NorthCoast)4:BUR4:NWG4:RUH3:WAL2:CLY2:PIC1:LON1:DEN1:HOL1:PAR1
90,1907SpringR,WAR2132:SEV1760:RUM1430:MOS1392:NWY1355:BUD1047:GAL1033:BER1012:SWE1002:STP(NorthCoast)976:SIL904:DEN900:VIE861:BLA795:KIE726:CON711:BOH700:PRU682:MUN677:STP583:NTH578:SER559:UKR557:NWG557:BAL494:SMY487:ANK468:BUL460:TRI440:TYR430:...:VEN100:YOR86:ALB79:IRS64:BUR62:BUL(SouthCoast)56:PIA56:EMS54:MAO53:WAL51:SYR48:TYS36:PAR32:PIC28:ADS20:NAP19:POR17:WMS14:TUN14:MAR14:BRE12:ROM11:SPA(SouthCoast)6:NAF5:APU5:GOL4:GAS4:TUS2:SPA1:SPA(NorthCoast)1,WAR5700:MOS4973:SEV4330:RUM3133:NWY3060:GAL2586:SWE2474:STP2312:UKR2240:SIL2129:BER2112:BUD1907:BLA1773:PRU1702:STP(NorthCoast)1679:DEN1669:VIE1666:LIV1517:BOH1401:CON1303:KIE1222:BAL1186:MUN1166:ANK1146:SMY946:NWG939:FIN915:NTH894:SER852:ARM803:...:BEL140:ENC127:ALB107:EMS107:SYR93:BUR91:BUL(SouthCoast)83:IRS78:PIA78:MAO73:WAL67:TYS45:PAR36:PIC33:ADS24:NAP24:TUN24:MAR23:ROM23:POR21:WMS19:BRE16:GAS12:NAF11:SPA(SouthCoast)10:GOL6:APU6:TUS4:SPA(NorthCoast)3:SPA1
91,1907FallE,NTH2052:ENC1460:KIE1045:MAO1022:NWY922:BAL905:DEN894:HOL883:BEL720:STP714:BER661:LON656:IRS580:BUR533:NWG526:BRE523:LIV483:HEL456:MOS444:SWE431:WMS430:RUH427:YOR413:PIC404:GOB400:MUN397:GAS390:SPA(SouthCoast)380:EDI360:PRU359:...:UKR97:PIA81:SPA(NorthCoast)62:GAL62:STP(SouthCoast)62:TUS59:SEV58:TYR58:IOS51:CLY42:RUM39:BOH37:ROM36:NAP32:VIE10:ARM9:APU8:SMY7:VEN6:BUD5:AES4:ADS4:ANK4:SYR3:ALB3:TRI3:GRE3:EMS2:SER2:BUL1,NTH7542:ENC5091:LON4158:NWY3788:DEN3378:MAO3093:EDI2819:KIE2579:NWG2535:BAL2372:YOR2298:HOL2296:STP2267:SWE2151:IRS2147:BEL2138:BRE1840:WAL1698:BAR1632:HEL1573:LVP1514:BER1431:NAO1279:LIV1186:STP(NorthCoast)1179:SKA1135:WMS1126:POR1118:GOB1073:MOS1066:...:SPA(NorthCoast)266:SPA260:UKR247:STP(SouthCoast)173:PIA152:SEV129:IOS106:TUS98:GAL89:TYR72:NAP64:RUM64:BOH61:ROM61:ARM28:APU19:VIE19:SMY15:AES11:ANK10:SYR8:ADS8:EMS8:VEN8:BUD7:TRI6:GRE6:ALB4:BUL3:SER2
92,1907FallF,BUR1640:MUN1020:ENC981:RUH976:GOL969:MAO953:NTH894:TYS867:PIA832:KIE826:BEL780:HOL757:MAR703:TUN667:WMS651:PIC602:IOS548:TYR532:NWG504:VEN466:NAP441:TUS422:ROM410:LON405:BER399:DEN363:EDI360:GAS343:BRE337:NWY293:...:PRU149:SKA135:VIE134:ALB115:AES101:WAR73:STP(NorthCoast)72:EMS70:POR67:FIN63:GAL63:BAL56:GRE55:BUD53:LIV52:STP38:SMY25:MOS24:RUM22:SER17:SPA(NorthCoast)10:UKR9:GOB9:BUL(SouthCoast)7:CON7:SYR7:BUL2:BLA2:ARM2:SEV1,BUR5837:MAR4412:MAO3682:BEL3199:ENC3185:GOL3060:PIC2985:BRE2864:RUH2780:GAS2763:PIA2710:PAR2646:MUN2593:TYS2566:WMS2562:TUN2275:HOL2136:NTH1676:SPA(SouthCoast)1611:KIE1530:SPA1497:LON1437:TUS1426:ROM1296:IOS1285:TYR1265:VEN1243:POR1221:NAP1127:EDI1027:...:SKA229:PRU216:EMS206:ALB183:GAL158:AES155:WAR146:SPA(NorthCoast)143:STP(NorthCoast)111:GRE101:BUD93:BAL75:FIN73:LIV65:SMY58:STP50:MOS48:SER40:UKR35:SYR32:RUM23:BUL(SouthCoast)16:CON15:GOB15:BUL5:SEV5:BLA3:ARM3:ANK2:STP(SouthCoast)1
93,1907FallI,IOS910:VEN812:TYS731:TYR698:TRI673:AES545:MAR514:PIA503:SER495:VIE486:BUD482:GRE439:WMS430:MAO413:CON387:GOL372:GAL334:SMY326:RUM318:BUL312:BOH297:SPA(SouthCoast)289:MUN276:TUN254:POR248:ADS237:TUS233:NAP220:BUR215:ROM212:...:IRS87:BER84:NAO77:RUH74:BEL71:ENC70:PIC69:WAR59:KIE58:HOL52:BUL(EastCoast)50:LON44:MOS35:NWG33:SYR28:NTH26:PRU25:LIV24:YOR23:SPA(NorthCoast)23:WAL22:LVP21:CLY13:EDI8:STP6:NWY4:SWE3:DEN3:BAR2:FIN2,VEN5039:IOS3653:TYS3404:NAP2962:PIA2951:ROM2761:TYR2510:TRI2480:TUN2246:MAR2088:GOL1893:WMS1827:TUS1760:APU1681:ADS1518:VIE1516:AES1499:GRE1459:MAO1355:SPA(SouthCoast)1191:SER1117:BUD1011:ALB1001:POR858:BOH854:CON843:SMY826:EMS733:GAS687:MUN670:...:NAO173:RUH168:PIC159:UKR159:BER158:LVP153:SPA(NorthCoast)146:BEL140:WAR127:KIE113:SYR109:NWG75:LON71:PRU68:WAL67:BUL(EastCoast)65:HOL62:CLY61:MOS51:NTH40:LIV38:YOR32:EDI28:BAR7:STP7:DEN6:NWY6:SWE5:FIN2:SKA1
94,1907FallG,MUN1591:SIL1289:NTH1127:BUR918:BOH892:DEN876:WAR851:HOL823:TYR808:BEL785:KIE756:MOS740:RUH711:BER705:NWY698:GAL624:BAL610:PRU603:SWE548:MAR539:LIV536:ENC530:VIE525:UKR496:BRE453:GAS438:PAR425:STP409:PIC385:NWG358:...:LVP196:FIN192:CLY157:IRS137:NAO126:STP(SouthCoast)112:TUS110:SER107:STP(NorthCoast)100:POR92:WMS90:BAR82:ROM60:SPA(SouthCoast)41:ALB39:ARM32:NAF31:APU27:TYS26:NAP19:BUL17:TUN13:ANK9:SYR8:SMY7:GRE7:CON6:GOL6:SPA(NorthCoast)5:IOS3,MUN5521:KIE3845:BER3415:DEN3324:HOL3273:RUH3180:SIL3173:BEL2592:BUR2490:NTH2446:BAL2099:BOH2036:PRU1970:WAR1879:SWE1755:TYR1688:NWY1677:LIV1307:HEL1285:MOS1277:GAL1122:BRE1060:PIC1059:MAR1058:GAS1041:PAR1025:ENC993:VIE969:STP906:GOB866:...:LVP344:STP(SouthCoast)319:CLY304:RUM257:IRS252:STP(NorthCoast)247:BAR238:NAO225:TUS165:POR159:SER149:ROM133:WMS105:APU63:SPA(SouthCoast)54:ALB50:TYS48:ARM46:NAF44:NAP35:BUL26:TUN18:ANK16:SMY15:SYR14:GOL13:SPA(NorthCoast)11:CON9:GRE8:IOS4
95,1907FallA,TYR1162:GAL1109:BOH1035:RUM933:TRI930:VIE865:VEN819:BUL775:SIL709:BUD685:CON659:ADS658:IOS649:MOS649:WAR636:UKR626:GRE624:SER616:AES593:MUN562:SEV533:ROM459:SMY404:ALB365:NAP359:PIA356:TYS351:LIV340:ARM328:BER318:...:KIE102:GOL101:BUL(SouthCoast)89:SYR66:BUR64:FIN61:NWY55:NAF42:MAO38:GAS26:SPA(SouthCoast)24:HOL24:SPA24:SWE21:POR19:BEL18:BUL(EastCoast)13:PIC9:PAR9:BRE8:DEN8:LVP5:ENC5:IRS4:CLY2:WAL1:NTH1:SPA(NorthCoast)1:NAO1:EDI1,VIE3391:TRI3288:BUD3009:TYR2956:GAL2923:SER2566:VEN2386:RUM2380:BOH2284:GRE2003:BUL1800:ADS1778:SIL1458:ALB1454:WAR1406:IOS1375:UKR1335:AES1220:MOS1135:SEV1132:MUN1125:CON1086:ROM1050:NAP970:PIA881:APU787:SMY729:TUS601:TYS575:LIV542:...:BUL(SouthCoast)193:KIE188:BUR127:SYR125:FIN114:NAF78:NWY67:HOL65:MAO61:SPA59:SPA(SouthCoast)48:GAS47:PAR35:POR34:BRE29:SWE29:BUL(EastCoast)26:BEL25:PIC17:DEN13:IRS8:LVP7:ENC6:NAO4:CLY3:WAL2:NTH2:EDI2:SPA(NorthCoast)2:NWG1
96,1907FallT,AES2277:BUL2016:IOS1954:BLA1748:TRI1651:RUM1589:SEV1427:CON1290:SER1262:BUD1259:TYS1145:GRE1121:GAL1106:MOS1095:ADS1012:UKR1010:VEN935:ALB886:EMS863:VIE845:NAP803:TUN769:ARM766:WAR743:ROM716:APU667:TYR623:SMY526:WMS501:SIL451:...:MUN118:MAR117:POR96:BUL(SouthCoast)74:BUL(EastCoast)64:NWY53:SWE43:KIE31:SYR31:RUH21:SPA20:GAS18:PIC18:NAO18:PAR17:IRS16:BRE9:ENC8:BUR7:SPA(NorthCoast)6:LVP6:NWG4:DEN4:CLY3:BEL2:WAL2:NTH1:LON1:BAR1:EDI1,AES6170:BLA5651:BUL5268:CON4935:IOS4501:GRE3879:RUM3838:SEV3744:SER3252:ARM2975:TRI2882:SMY2788:EMS2276:BUD2271:ALB2236:ADS2144:TYS2097:UKR2063:ANK2052:MOS1858:GAL1857:NAP1633:VEN1529:TUN1444:VIE1306:APU1274:ROM1190:WAR1177:WMS925:TYR861:...:FIN194:MAR162:BER140:MUN135:NWY126:POR124:SWE89:SPA47:KIE34:GAS30:NAO28:RUH26:IRS24:PAR20:WAL18:PIC18:NTH17:ENC16:BRE16:SPA(NorthCoast)13:BUR10:DEN7:NWG6:LVP6:BEL4:CLY3:HOL2:LON2:BAR1:EDI1
97,1907FallR,NWY1528:RUM1234:GAL1195:SIL1137:BLA1015:BER975:WAR936:SWE931:BUD898:SEV891:DEN792:VIE790:UKR765:CON764:BOH730:KIE720:NTH688:PRU681:MUN639:SER578:NWG550:MOS549:LIV541:SMY513:BUL483:BAL480:STP476:ARM452:TYR430:TRI400:...:WAL132:BUR132:VEN120:MAO97:BUL(EastCoast)97:PIA76:EMS69:BUL(SouthCoast)56:SYR50:IRS48:APU44:POR43:PAR36:STP(SouthCoast)34:BRE31:PIC28:TUN21:NAP20:TYS20:GAS18:WMS15:ADS14:MAR14:ROM12:SPA(SouthCoast)10:TUS10:NAF6:SPA6:GOL5:SPA(NorthCoast)3,WAR3794:MOS3398:NWY3166:SEV3005:RUM2838:GAL2773:UKR2769:SIL2574:SWE2212:LIV2191:BLA2122:BER2106:STP2061:PRU1896:BUD1716:DEN1595:VIE1557:BOH1484:CON1424:BAL1368:FIN1293:KIE1191:MUN1153:NTH1086:ARM1055:ANK991:GOB953:NWG939:SMY904:SER867:...:ENC190:BUR186:BEL176:VEN173:WAL161:MAO125:PIA124:EMS116:SYR113:BUL(SouthCoast)86:IRS70:APU56:POR51:TUN51:PAR40:PIC36:BRE36:TYS34:WMS31:MAR26:NAP24:GAS24:ADS22:ROM19:TUS17:SPA(SouthCoast)16:NAF12:SPA9:GOL8:SPA(NorthCoast)6
98,1908SpringE,NTH1767:LON1700:ENC1297:EDI1147:MAO1048:KIE1034:LVP966:BAL809:DEN769:STP744:BER716:NWY711:HOL680:BEL670:BRE521:SWE492:RUH478:BUR469:SPA(SouthCoast)412:WMS411:MOS408:LIV408:NWG406:POR381:MUN354:GAS351:BAR346:GOB326:HEL319:IRS315:...:SPA91:PIA83:IOS68:SPA(NorthCoast)67:GAL64:STP(SouthCoast)60:SEV59:TUS52:NAP47:ROM44:TYR35:BOH30:VEN27:CLY23:RUM22:ARM11:VIE9:BUD6:EMS6:SMY5:APU5:ANK4:ADS4:SER3:AES3:GRE3:TRI3:CON2:ALB2:SYR1,NTH5814:LON5783:ENC4207:EDI4127:LVP3050:NWY3000:DEN2802:MAO2748:KIE2457:BAL2106:SWE2096:STP2040:HOL1865:BEL1864:NWG1780:BRE1587:BER1477:BAR1213:IRS1180:LIV1150:HEL1104:POR1092:YOR1063:MOS1028:WMS961:WAL942:RUH929:STP(NorthCoast)918:SPA(SouthCoast)892:BUR848:...:UKR235:SPA232:STP(SouthCoast)168:PIA149:SEV140:IOS127:NAP103:TUS100:GAL98:ROM85:BOH51:TYR50:RUM33:VEN31:ARM27:SMY16:EMS16:VIE14:ANK12:APU11:BUD11:ADS9:GRE9:AES8:TRI6:ALB5:SYR4:CON3:SER3:BUL3
99,1908SpringF,MAR1552:BRE1280:PAR1272:BUR1027:MUN959:TYS860:BEL850:RUH839:KIE775:NTH725:HOL689:WMS650:PIA628:ENC620:TUN613:MAO553:GOL493:VEN480:IOS445:NAP439:ROM434:LON414:EDI410:NWG406:BER402:TYR389:TUS349:DEN329:PIC327:NWY292:...:GRE87:PRU87:AES84:POR72:STP71:EMS71:GAL69:WAR65:BAL58:STP(NorthCoast)46:BUD32:FIN28:SMY27:SER24:LIV19:GOB16:MOS15:SYR11:CON8:BUL(SouthCoast)8:UKR7:RUM7:SPA(NorthCoast)4:ANK2:SEV2:BUL(EastCoast)1:BLA1:BUL1:ARM1:STP(SouthCoast)1,MAR5448:BRE4380:PAR4325:BUR4082:BEL2809:MAO2368:MUN2279:RUH2250:TYS2220:WMS2167:ENC2166:PIA2056:TUN1957:PIC1925:GOL1837:GAS1802:HOL1740:KIE1367:LON1350:NTH1350:SPA(SouthCoast)1323:SPA1258:ROM1174:VEN1162:TUS1074:NAP1008:EDI1008:IOS984:POR947:TYR944:...:EMS170:GRE167:AES164:GAL147:PRU145:SPA(NorthCoast)141:ALB133:WAR120:STP(NorthCoast)93:BAL88:STP82:SMY75:BUD47:SER43:FIN41:UKR30:LIV28:MOS22:GOB17:SYR17:CON15:BUL(SouthCoast)14:RUM11:BUL5:ANK4:SEV3:ARM3:STP(SouthCoast)3:BLA3:BUL(EastCoast)1
100,1908SpringI,VEN1196:NAP849:ROM843:IOS640:TRI565:TYR528:MAR494:PIA473:WMS444:TYS439:BUD435:VIE427:GRE412:AES405:SER391:RUM371:CON371:GOL370:MAO334:SMY327:BUL255:MUN247:TUN246:GAL232:POR232:SPA(SouthCoast)229:BOH228:EMS187:ADS168:BLA155:...:BER71:LVP70:UKR69:RUH54:BEL54:NAO52:PIC49:IRS39:KIE36:LON35:EDI28:MOS24:BUL(EastCoast)24:HOL18:SYR17:WAL17:SPA(NorthCoast)17:NWG14:PRU14:CLY12:NTH11:LIV9:YOR6:DEN6:NWY4:SWE3:FIN3:BAR3:STP(NorthCoast)1:STP1,VEN5143:ROM3844:NAP3633:IOS2441:TYS2229:TRI2074:PIA2013:TYR1840:MAR1772:TUN1752:WMS1539:GOL1516:VIE1298:GRE1188:AES1138:MAO1014:ADS998:BUD981:SPA(SouthCoast)891:SER872:TUS861:APU837:CON764:POR755:SMY750:MUN636:ALB592:EMS590:NAF546:BOH527:...:ARM152:BER141:BEL132:WAR125:PIC124:IRS119:SPA(NorthCoast)114:RUH107:UKR99:SYR82:KIE67:NWG63:WAL62:EDI61:LON61:HOL38:BUL(EastCoast)37:MOS36:CLY32:NTH30:PRU28:LIV14:YOR12:DEN10:NWY7:BAR5:STP5:FIN4:SWE4:STP(NorthCoast)3
